<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Harbor Long-Short Equity ETF,LSEQ,20260109,28.52,28.6775,28.35,28.6775,33000
Laird Superfood Inc,LSF,20260109,2.41,2.4495,2.28,2.33,38800
Natixis Loomis Sayles Focused Growth ETF,LSGR,20260109,44.85,45.2596,44.8,45.206,22200
Managed Portfolio Series Leuthold Select Industr,LST,20260109,41.42,41.57,41.42,41.4508,16900
Lsv Disciplined Value ETF,LSVD,20260109,30.54,30.63,30.54,30.5864,400
Ultra Telecommunications 2X ETF,LTL,20260109,28.2442,28.5401,28.2442,28.43,26400
15+ Year US TIPS Index Pimco ETF,LTPZ,20260109,51.83,52.2,51.77,52.16,50800
FT Vest 20+ Year Treasury & Target Income ETF,LTTI,20260109,19.055,19.18,19.055,19.1648,1200
Luda Technology Group Limited,LUD,20260109,8.4,8.85,8.06,8.5828,5000
JPM Fundamental Data Science Large Value ETF,LVDS,20260109,50.7,51.12,50.7,51.02,3700
Franklin Intl Low Vol High Div ETF,LVHI,20260109,37.3,37.45,37.2901,37.45,535200
SPDR S&P Leveraged Loan ETF,LVLN,20260109,25.25,25.25,25.25,25.25,0
Tradr 2X Long Lyft Daily ETF,LYFX,20260109,19.25,19.34,18.14,18.62,2300
Cambria Large Cap Shareholder Yield ETF,LYLD,20260109,29.16,29.16,28.65,28.692,1500
Ishares U.S. Manufacturing ETF,MADE,20260109,32.44,32.88,32.44,32.84,18000
Point Bridge Gop Stock Tracker ETF,MAGA,20260109,52.79,53.1116,52.79,53.1116,900
Roundhill China Magnificent Seven ETF,MAGC,20260109,23.9762,24.05,23.9401,24.014,10100
Madison Aggregate Bond ETF,MAGG,20260109,20.5552,20.5552,20.54,20.5413,15300
,MAGO,20260109,24.43,24.92,24.43,24.8242,4000
Roundhill Magnificent Seven ETF,MAGS,20260109,65.8,66.4393,65.48,66.37,3696000
Roundhill Daily 2X Long Magnificent Seven ETF,MAGX,20260109,56.7,57.7,56.23,57.37,23900
Roundhill Magnificent Seven Covered Call ETF,MAGY,20260109,52.5,52.69,52.3301,52.66,178700
Maia Biotechnology Inc,MAIA,20260109,1.67,1.67,1.57,1.63,420800
Proshares S&P Kensho Smart Factories ETF,MAKX,20260109,54.0337,54.0337,54.0337,54.0337,100
Monarch Ambassador Income ETF,MAMB,20260109,24.0742,24.1125,24.0742,24.1063,30100
Man Active Income ETF,MANI,20260109,25.09,25.09,25.06,25.06,100
Harbor Multi-Asset Explorer ETF,MAPP,20260109,26.63,26.6686,26.63,26.6686,200
Merger Arbitrage ETF FT,MARB,20260109,20.67,20.7,20.65,20.7,17900
FT Vest U.S. Max Buffer ETF - Mar,MARM,20260109,33.07,33.1354,33.07,33.07,7000
Yieldmax Mara Option Income Strategy ETF,MARO,20260109,8.18,8.2,7.885,8.01,136400
Aim U.S. Large Cap Buffer10 Mar ETF,MART,20260109,39.01,39.0133,39,39.0133,500
Allianzim U.S. Equity Buffer15 Uncapped Mar ETF,MARU,20260109,28.22,28.243,28.22,28.22,700
Aim U.S. Large Cap Buffer20 Mar ETF,MARW,20260109,34.45,34.488,34.425,34.4688,2600
Trueshares Structured Outcome [Mar] ETF,MARZ,20260109,34.67,34.88,34.67,34.7923,400
Matrix Advisors Value ETF,MAVF,20260109,126.1872,126.1872,126.1872,126.1872,100
Ishares Trust Ishares Large Cap Max Buffer Jun E,MAXJ,20260109,28.2701,28.33,28.2701,28.3148,3300
FT Vest U.S. Max Buffer ETF - May,MAYM,20260109,32.25,32.2748,32.25,32.2748,200
PGIM S&P 500 Buffer 12 ETF - May,MAYP,20260109,31.05,31.05,31.03,31.045,4000
Aim U.S. Large Cap Buffer10 May ETF,MAYT,20260109,37.07,37.115,37.06,37.103,4900
Allianzim U.S. Equity Buffer15 Uncapped May ETF,MAYU,20260109,31.92,32.0287,31.92,32.0287,1800
Aim U.S. Large Cap Buffer20 May ETF,MAYW,20260109,33.658,33.658,33.658,33.658,100
Trueshares Structured Outcome [May] ETF,MAYZ,20260109,33.9692,33.9692,33.9692,33.9692,100
Vaneck Moody's BBB Corp Bond ETF,MBBB,20260109,21.69,21.71,21.6892,21.7,5800
Monarch Blue Chips Core ETF,MBCC,20260109,37.3715,37.54,37.3715,37.505,16400
SPDR Nuveen Municipal Bond ETF,MBND,20260109,27.46,27.5,27.45,27.495,5900
SPDR Nuveen Municipal Bond ESG ETF,MBNE,20260109,29.2086,29.2086,29.205,29.205,600
Freedom Day Dividend ETF,MBOX,20260109,36.13,36.395,36.13,36.346,3600
Flexshares Disciplined Duration MBS Index Fund,MBSD,20260109,20.87,20.875,20.82,20.865,13200
Regan Floating Rate MBS ETF,MBSF,20260109,25.7,25.7,25.53,25.63,193800
Advisor Managed Portfolios Regan Fixed Rate MBS,MBSX,20260109,26.575,26.575,26.575,26.575,700
Matthews China Active ETF,MCH,20260109,29.58,29.68,29.5,29.637,2700
Pacer S&P Midcap 400 Fcf Aristocrats ETF,MCOW,20260109,20.4,20.4,20.35,20.3544,900
Micropolis Holding Company,MCRP,20260109,2,2.14,1.98,2.09,151000
Myriad Dynamic Asset Allocation ETF,MDAA,20260109,103.4053,103.4053,103.4053,103.4053,0
Tradr 2X Long Mdb Daily ETF,MDBX,20260109,69,69.37,66.17,66.17,6500
Indxx Medical Devices ETF FT,MDEV,20260109,21.82,21.82,21.65,21.761,3900
Morgan Dempsey Large Cap Value ETF,MDLV,20260109,28.81,28.82,28.78,28.8,38300
Monarch Dividend Plus Index ETF,MDPL,20260109,27.75,28.03,27.75,27.96,13000
S&P Midcap 400 SPDR,MDY,20260109,628.5,632.205,626.11,631.38,850700
S&P Midcap Growth ETF SPDR,MDYG,20260109,96.05,96.7912,96.05,96.66,35000
S&P Midcap Value ETF SPDR,MDYV,20260109,88.55,88.93,88.0084,88.78,91300
Short Maturity Muni Bond Ishares ETF,MEAR,20260109,50.37,50.42,50.37,50.38,165000
Harbor Health Care ETF,MEDI,20260109,32.36,32.36,31.89,31.9254,3700
Matthews Emerging Markets Equity Active ETF,MEM,20260109,37.27,37.46,37.27,37.4327,4800
Roundhill Meme Stock ETF,MEME,20260109,7.59,7.9,7.4941,7.7,260000
Matthews Emerging Markets Ex China ETF,MEMX,20260109,39.09,39.249,38.9903,39.249,5000
Roundhill Ball Metaverse ETF,METV,20260109,19.08,19.18,19,19.14,39800
Roundhill Meta Weeklypay ETF,METW,20260109,34.46,35.04,34.46,35.04,23200
MSCI Mexico Bull 3X ETF Direxion,MEXX,20260109,26.52,26.8892,25.78,26.71,44500
Pimco RAFI Multi-Factor Intl ETF,MFDX,20260109,39.4,39.4599,39.31,39.4575,19400
Pimco RAFI Multi-Factor EM ETF,MFEM,20260109,23.83,23.9699,23.83,23.943,3200
Mindful Conservative ETF,MFUL,20260109,21.9,21.9,21.89,21.89,500
Pimco RAFI Multi-Factor U.S. Equity ETF,MFUS,20260109,58,58.34,58,58.27,10100
Cambria Chesapeake Pure Trend ETF,MFUT,20260109,17.07,17.07,17.0166,17.0166,700
Vanguard Mega Cap ETF,MGC,20260109,253.42,255.19,252.86,254.66,58500
Vanguard Mega Cap Growth ETF,MGK,20260109,412.84,415.5,410.91,414.51,848400
Marygold Company Inc,MGLD,20260109,0.922,0.922,0.922,0.922,600
Ballast Small/Mid Cap ETF,MGMT,20260109,46.946,47.35,46.946,47.301,3600
Glg Natural Resources ETF,MGNR,20260109,45.83,46.11,45.77,45.98,39000
FT Intermediate Government Opportunities ETF,MGOV,20260109,20.51,20.569,20.5018,20.5362,298500
Vanguard Mega Cap Value ETF,MGV,20260109,144.9,145.755,144.9,145.53,226700
Mastech Holdings Inc,MHH,20260109,7.36,7.5295,7.0101,7.03,30300
Man Active High Yield ETF,MHY,20260109,24.91,24.925,24.91,24.925,100
Nft Limited Class A Ordinary Share,MI,20260109,3.99,3.9967,3.98,3.99,3400
American Century Mid Cap Growth Impact ETF,MID,20260109,67.15,67.19,66.6482,67.0461,3400
Xt S&P Midcap 400 ESG ETF,MIDE,20260109,34.348,34.348,34.348,34.348,100
Mid Cap Bull 3X ETF Direxion,MIDU,20260109,57.19,58.1241,56.6575,57.98,83400
Vaneck Moody's IG Corp Bond ETF,MIG,20260109,21.56,21.6315,21.56,21.625,1300
Pacer US Cash Cows Bond ETF,MILK,20260109,24.68,24.72,24.68,24.72,1400
Trust For Professional Managers Mairs & Power,MINN,20260109,22.57,22.61,22.57,22.5854,1600
Pimco Municipal Income Opportunities Active ETF,MINO,20260109,45.58,45.6,45.545,45.595,61900
Enhanced Short-Maturity Strgy Pimco ETF,MINT,20260109,100.44,100.45,100.44,100.44,1453300
Matthews Asia Innovators Active ETF,MINV,20260109,37.265,37.54,37.23,37.4273,2100
FT Indxx Aerospace & Defence ETF,MISL,20260109,47,48.2399,47,48.01,523100
Moving Image Technologies Inc,MITQ,20260109,0.71,0.73,0.71,0.72,8200
Amplify Alternative Harvest ETF,MJ,20260109,31,31.4599,29.75,30.21,51000
Mufg Japan Small Cap Active ETF,MJSC,20260109,52.5033,52.5033,52.5033,52.5033,100
Matthews Korea Active ETF,MKOR,20260109,37.65,37.8999,37.56,37.8259,4700
Federated Hermes Mdt Market Neutral ETF,MKTN,20260109,25.28,25.2838,25.18,25.23,33800
GX Intermediate-Term Treasury Ladder ETF,MLDR,20260109,49.66,49.7694,49.639,49.643,4600
Vaneck Vaneck Corp Long Muni ETF,MLN,20260109,17.59,17.62,17.58,17.615,132400
GX MLP ETF,MLPA,20260109,48.94,49.28,48.94,49.27,345000
Etracs MLP Infrastructure Index ETN,MLPB,20260109,25.83,25.8821,25.81,25.8821,10500
GX MLP & Energy Infrastructure Covered Call ETF,MLPD,20260109,24.83,25.12,24.83,25.0332,18800
Alerian MLP Infrastrctr ETN UBS E-Tracs,MLPI,20260109,50.18,50.18,49.3546,49.51,184900
Etracs Quarterly Pay 1.5X Alerian MLP ETN,MLPR,20260109,59.7,60.1143,59.7,60.1143,400
GX MLP & Energy Infrastructure ETF,MLPX,20260109,60.1,60.55,59.8101,60.05,303200
Milestone Scientific,MLSS,20260109,0.3,0.3013,0.2865,0.2939,104600
Mixed Martial Arts Group Limited,MMA,20260109,1.17,1.17,1.08,1.13,160700
Ishares Large Cap Max Buffer Mar ETF,MMAX,20260109,26.26,26.305,26.26,26.305,1000
Nyli Mackay California Muni Intermediate ETF,MMCA,20260109,21.93,21.945,21.93,21.945,8000
Nyli Mackay Muni Insured ETF,MMIN,20260109,24.11,24.11,24.05,24.07,46300
Nyli Mackay Muni Intermediate ETF,MMIT,20260109,24.46,24.48,24.45,24.46,205500
Multi-Manager Large Growth ETF FT,MMLG,20260109,35.52,35.7201,35.52,35.72,3000
,MMMA,20260109,25.26,25.265,25.26,25.265,2000
FT Multi-Manager Small Cap Opportunities ETF,MMSC,20260109,25.51,25.6365,25.5,25.53,2500
Nyli Mackay Muni Short Duration ETF,MMSD,20260109,25.49,25.49,25.49,25.49,0
S&P 1500 Momentum Tilt ETF SPDR,MMTM,20260109,295.26,297.69,295.26,297.6429,1100
Nyli Merger Arbitrage ETF,MNA,20260109,35.96,35.96,35.87,35.895,12800
Alps Intermediate Municipal Bond ETF,MNBD,20260109,26.15,26.15,26.135,26.145,4300
Grayscale Bitcoin Miners ETF,MNRS,20260109,35.27,36.45,34.85,35.46,7400
Vaneck Morningstar Wide Moat ETF,MOAT,20260109,106.45,107.38,106.29,107.25,704100
Vaneck Agribusiness ETF,MOO,20260109,75.03,75.44,74.72,74.97,434500
Vaneck Mortgage REIT Income ETF,MORT,20260109,10.95,11.05,10.91,10.94,730100
Vaneck Morningstar Global Wide Moat ETF,MOTG,20260109,40.5601,40.72,40.54,40.664,2200
Vaneck Mstar International Moat ETF,MOTI,20260109,38.2,38.57,38.075,38.28,15500
Smartetfs Smart Transport & Tech ETF,MOTO,20260109,55.5432,55.8308,55.5432,55.8308,300
Merrill Lynch & Co.,MPL,20260109,9.16,9.53,8.5627,9.28,189800
Strategy Shares Monopoly ETF,MPLY,20260109,30.4958,30.6993,30.4958,30.6993,7100
Northern IV Monarch Procap ETF,MPRO,20260109,31.08,31.08,31.01,31.0534,35100
M-Tron Industries Inc,MPTI,20260109,63.89,66.66,63.735,64.75,78000
Mega Matrix Inc,MPU,20260109,0.9,0.93,0.86,0.86,81100
PGIM S&P 500 Buffer 12 ETF - March,MRCP,20260109,32.23,32.23,32.2247,32.2247,1900
Merger ETF,MRGR,20260109,44.79,44.89,44.79,44.8252,17800
Yieldmax Mrna Option Income Strategy ETF,MRNY,20260109,16.37,16.7299,16.21,16.26,66700
Agility Shares Managed Risk ETF,MRSK,20260109,37.16,37.3099,37.12,37.246,4700
Marti Technologies Inc,MRT,20260109,2.23,2.23,2.16,2.21,20900
Yieldmax Msft Option Income Strategy ETF,MSFO,20260109,15.06,15.19,15,15.14,66400
Roundhill Msft Weeklypay ETF,MSFW,20260109,38.22,38.66,38.05,38.61,8400
T-Rex 2X Long Microsoft Daily Target ETF,MSFX,20260109,26.28,26.79,26.01,26.71,50100
Kurv Yield Premium Microsoft [Msft] ETF,MSFY,20260109,23.745,24.0099,23.69,24,12500
Rex Mstr Growth & Income ETF,MSII,20260109,8.66,8.66,8.05,8.1611,9900
MS Pathway Large Cap Equity ETF,MSLC,20260109,55.16,55.55,55.11,55.51,73200
ETF Series Mcelhenny Sheffield Managed,MSMR,20260109,35.52,35.52,35.23,35.2577,11900
Emerson Radio Corp,MSN,20260109,0.4075,0.4255,0.4,0.4122,33600
2X Capped Accelerated Mstr Monthly ETF,MSOO,20260109,7.9202,7.9202,7.9202,7.9202,100
Advisorshares Pure US Cannabis ETF,MSOS,20260109,4.8,4.82,4.55,4.75,5388500
Advisorshares Msos 2X Daily ETF,MSOX,20260109,4.54,4.575,4.1,4.43,1154800
MS Pathway Small-Mid Cap Equity ETF,MSSM,20260109,53.21,53.53,53.21,53.52,18700
Monarch Select Subsector Index ETF,MSSS,20260109,31.2113,31.43,31.2113,31.4,11900
Yieldmax Mstr Performance Arget 25 ETF,MSST.OB,20260109,40.865,41.94,40.865,41.2469,800
Lha Market State Tactical Beta ETF,MSTB,20260109,40.43,40.66,40.43,40.65,800
Madison Short Term Strategic Income ETF,MSTI,20260109,20.55,20.58,20.5258,20.5258,1000
Tuttle Capital Mstr 0Dte Covered Call ETF,MSTK,20260109,11.28,11.33,11.2037,11.2037,600
Lha Market State Tactical Q ETF,MSTQ,20260109,35.2017,35.42,35.2017,35.3683,5800
T-Rex 2X Long Mstr Daily Target ETF,MSTU,20260109,9.86,9.93,8.57,8.78,29162100
Roundhill Mstr Weeklypay ETF,MSTW,20260109,10.79,10.79,9.91,10.06,486200
Yieldmax Mstr Option Income Strategy ETF,MSTY,20260109,31.12,31.215,29.2503,29.62,1391700
T-Rex 2X Inverse Mstr Daily Target ETF,MSTZ,20260109,13.98,15.81,13.86,15.5,9553100
Metalla Royalty and Streaming Ltd,MTA,20260109,8.29,8.36,8.11,8.14,256500
Simplify MBS ETF,MTBA,20260109,50.52,50.69,50.51,50.63,597500
MTEST.A,MTEST.A,20260109,25.08,25.08,25.08,25.08,1700
Wisdomtree Mortgage Plus Bond Fund,MTGP,20260109,44.71,44.96,44.71,44.8759,45200
Matinas Biopharma Hl,MTNB,20260109,0.7254,0.75,0.6437,0.6437,24400
Invesco International Growth Focus ETF,MTRA,20260109,27.145,27.255,27.145,27.255,100
Etracs 2X MSCI US Momentum Factor TR ETF,MTUL,20260109,39.3451,39.3451,39.3451,39.3451,0
USA Momentum Factor Ishares Edge MSCI ETF,MTUM,20260109,254.43,257.5353,253.86,256.99,1064300
Natl Muni Bond Ishares ETF,MUB,20260109,107.54,107.69,107.53,107.66,3595200
Nt 2030 Tax-Exempt Distributing Ladder ETF,MUNA,20260109,100.02,100.03,100.02,100.03,200
Nt 2035 Tax-Exempt Distributing Ladder ETF,MUNB,20260109,101.64,101.68,101.64,101.6664,4300
Nt 2045 Tax-Exempt Distributing Ladder ETF,MUNC,20260109,103.45,103.46,103.45,103.46,200
Nt 2055 Tax-Exempt Distributing Ladder ETF,MUND,20260109,103.51,103.51,103.51,103.51,0
Interm Muni Bond Strgy Pimco ETF,MUNI,20260109,52.65,52.7,52.65,52.7,297000
Amg GW&K Muni Income ETF,MUNX,20260109,25.1297,25.15,25.1199,25.15,11700
Vanguard New York Tax-Exempt Bond ETF Vanguard N,MUNY,20260109,103.76,103.82,103.7,103.76,51300
American Century Multisector Income ETF,MUSI,20260109,44.22,44.27,44.185,44.27,7400
Musq Global Music Industry ETF,MUSQ,20260109,28.13,28.13,28.01,28.0798,600
Columbia Multi-Sector Municipal Income ETF,MUST,20260109,20.74,20.86,20.72,20.86,198700
Vaneck Morningstar Wide Moat Value ETF,MVAL,20260109,37.8601,37.896,37.835,37.896,3800
Monarch Volume Factor Dividend Tree ETF,MVFD,20260109,30.05,30.22,30.05,30.2,8800
Monarch Volume Factor Global Uncons ETF,MVFG,20260109,33.38,33.45,33.31,33.38,12100
Miller Value Partners Appreciation ETF,MVPA,20260109,34.6128,35.2491,34.6128,35.2491,2100
Miller Value Partners Leverage ETF,MVPL,20260109,37.5282,37.5282,37.5282,37.5282,100
Etracs Monthly Pay 1.5X Mortgage REIT ETN,MVRL,20260109,15.83,16.0201,15.76,15.809,7400
Ultra Midcap400 2X ETF,MVV,20260109,75.5,76.39,75.5,76.24,34300
Multi Ways Holdings Limited,MWG,20260109,0.2802,0.2846,0.2722,0.2841,322400
Mexco Energy Corp,MXC,20260109,10.8,11.1266,10.2487,10.65,2800
Global Materials Ishares ETF,MXI,20260109,101.09,101.945,101.0579,101.86,10500
Cambria Micro and Smallcap Shareholder Yield ETF,MYLD,20260109,28.11,28.2528,28.0828,28.2337,2500
Mynd.Ai Inc ADR,MYND,20260109,0.4234,0.4649,0.4234,0.4301,34200
Myomo Inc,MYO,20260109,0.9929,1.03,0.975,0.9882,466800
Short Midcap400 -1X ETF,MYY,20260109,16.77,16.795,16.7569,16.7569,500
Ultrashort Midcap400 -2X ETF,MZZ,20260109,7.239,7.239,7.2303,7.2303,200
Impact Shares Naacp Minority Empowerment ETF,NACP,20260109,51.35,51.36,51.35,51.36,600
Homebuilders & Supplies Bull 3X ETF Direxion,NAIL,20260109,59.15,66.95,59.02,66.56,2926900
Northern Dynasty Minerals,NAK,20260109,2.16,2.25,2.1,2.2,6890100
Unusual Whales Democratic Trades ETF,NANC,20260109,46.33,46.61,46.32,46.5825,24600
S&P North American Natural SPDR,NANR,20260109,71.53,72.09,71.53,71.97,31700
Innovator Growth-100 Power Buffer ETF Apr,NAPR,20260109,53.85,53.939,53.85,53.9048,2500
Innovator Growth-100 Power Buffer ETF August,NAUG,20260109,29.71,29.8,29.68,29.77,4700
Neuberger China Equity ETF,NBCE,20260109,34.8447,34.8447,34.8447,34.8447,100
Neuberger Commodity Strategy ETF,NBCM,20260109,23.3,23.3798,23.221,23.23,28300
Neuberger Berman Core Equity ETF,NBCR,20260109,31.95,32.2,31.95,32.1845,8800
Neuberger Disrupters ETF,NBDS,20260109,36.34,36.49,36.34,36.4621,5300
Neuberger Carbon Transition Infrastructure ETF,NBET,20260109,33.0338,33.0338,32.81,32.8482,1800
Neuberger Berman Flexible Credit Income ETF,NBFC,20260109,51.47,51.485,51.47,51.485,100
Neuberger Berman Growth ETF,NBGX,20260109,28.3638,28.3638,28.3265,28.3265,500
Neuberger Berman Intermediate Fund Inc,NBH,20260109,10.25,10.3,10.25,10.3,49200
Neuberger Berman Japan Equity ETF,NBJP,20260109,32.81,32.81,32.67,32.6994,1600
Neuberger Berman Option Strategy ETF,NBOS,20260109,27.52,27.54,27.41,27.45,50200
Neuberger Berman Short Duration Income ETF,NBSD,20260109,51.29,51.29,51.21,51.21,143000
Neuberger Berman Small-Mid Cap ETF,NBSM,20260109,26.31,26.5569,26.31,26.42,14700
Neuberger Berman Total Return Bond ETF,NBTR,20260109,50.8013,50.8013,50.8013,50.8013,100
Novabay Pharmaceuticals,NBY,20260109,9.87,19.95,9.6901,19.16,10705200
Northann Corp,NCL,20260109,0.239,0.243,0.2248,0.2305,1136500
Nuveen Aa-BBB Clo ETF,NCLO,20260109,25.02,25.0899,25.02,25.08,132000
Innovator Growth-100 Power Buffer ETF December,NDEC,20260109,27.91,28.04,27.9,28.01,5900
GX X India Active ETF,NDIA,20260109,29.42,29.54,29.37,29.48,1500
Amplify Natural Resources Dividend Income ETF,NDIV,20260109,27.85,27.94,27.65,27.94,6400
Collaborative Anydrus Advantage ETF,NDOW,20260109,28.06,28.121,28.03,28.1107,4700
Nuveen Dividend Growth ETF,NDVG,20260109,36.0264,36.0264,36.0264,36.0264,100
Short Maturity Bond Ishares ETF,NEAR,20260109,51.12,51.15,51.11,51.115,485400
Tradr 2X Long Nbis Daily ETF,NEBX,20260109,38.24,43.5499,37.53,38.18,950500
Neos Ethereum High Income ETF,NEHI,20260109,51.17,51.4154,50.5,50.78,25200
Nelson Select ETF,NELS,20260109,26.19,26.2708,26.19,26.27,20900
Neuberger Emerging Markets Debt Hard Currency Et,NEMD,20260109,52.58,52.69,52.58,52.655,1900
New England Realty Associates Ltd Partnershi,NEN,20260109,65,66,65,66,800
Roundhill Video Games ETF,NERD,20260109,24.09,24.22,24.09,24.148,4800
Netlease Corporate Real Estate ETF,NETL,20260109,24.356,24.356,24.21,24.21,6100
Tradr 2X Long Net Daily ETF,NETX,20260109,17.13,17.13,16.197,16.197,14700
New Pacific Metals Corp,NEWP,20260109,3.72,3.76,3.639,3.74,488300
Innovator Growth-100 Power Buffer ETF Feb,NFEB,20260109,28.1508,28.215,28.1508,28.19,11000
New Found Gold Corp,NFGC,20260109,3.05,3.07,2.965,3,1583900
Kurv Yield Premium Netflix [Nflx] ETF,NFLP,20260109,26.5,26.64,26,26.13,5500
Virtus Newfleet Multi-Sector Bond ETF,NFLT,20260109,23.08,23.15,23.0187,23.12,142100
T-Rex 2X Long Nflx Daily Target ETF,NFLU,20260109,29.89,29.89,28.73,29.45,337600
Roundhill Nflx Weeklypay ETF,NFLW,20260109,25.81,25.81,25.26,25.64,34400
Yieldmax Nflx Option Income Strategy ETF,NFLY,20260109,11.49,11.49,11.2837,11.4,158000
Flexshares Global Broad Infr Fund,NFRA,20260109,60.41,60.5519,60.41,60.4654,59400
Novagold Resources Inc,NG,20260109,10.06,10.35,9.92,10.08,2412800
New Gold Inc,NGD,20260109,9.65,10.045,9.63,10,12819200
National Healthcare Corp,NHC,20260109,128.49,130.99,128.35,129.76,61900
Neuberger Berman High Yield Strategies,NHS,20260109,7.39,7.45,7.39,7.42,97300
Nuveen High Yield Corporate Bond ETF,NHYB,20260109,25.1,25.1,25.07,25.085,201000
Nuveen High Yield Municipal Income ETF,NHYM,20260109,24.9,25.02,24.9,24.9643,5500
Neos ETF Trust Neos MSCI EAFE High Income ETF,NIHI,20260109,51.77,51.89,51.57,51.89,117900
The Nightview Fund Nite,NITE,20260109,37.14,37.435,37.14,37.4327,300
Innovator Growth-100 Power Buffer ETF Jan,NJAN,20260109,55.18,55.43,55.0236,55.4,23900
Columbia U.S. High Yield ETF,NJNK,20260109,20.33,20.33,20.2994,20.2994,8700
Innovator Growth-100 Power Buffer ETF Jul,NJUL,20260109,72.95,73.2424,72.93,73.2424,3500
Innovator Growth-100 Power Buffer ETF June,NJUN,20260109,31.58,31.6952,31.58,31.6952,500
Vaneck Uranium & Nuclear Energy ETF,NLR,20260109,143.98,145.33,139.62,140.42,736300
Neos Long/Short Equity Income ETF,NLSI,20260109,51.42,51.42,51.0772,51.0772,6400
Innovator Growth-100 Power Buffer ETF March,NMAR,20260109,29.62,29.653,29.62,29.653,2800
Innovator Growth-100 Power Buffer ETF May,NMAY,20260109,27.89,27.9548,27.89,27.9548,100
Simplify National Muni Bond ETF,NMB,20260109,25.17,25.1941,25.17,25.1941,100
Novatide Flexible Allocation ETF,NMBL,20260109,20.24,20.24,20.2352,20.2352,1200
Neuberger Berman Energy Infra and Inc Fund,NML,20260109,8.55,8.6253,8.5,8.54,217100
Tradr 2X Long Nne Daily ETF,NNEX,20260109,20.71,20.71,16.1301,16.29,44300
Innovator Growth-100 Power Buffer ETF November,NNOV,20260109,28.86,29.0899,28.86,29,10400
Nanoviricides Inc,NNVC,20260109,1.21,1.23,1.12,1.12,429400
S&P 500 Dividend Aristocrats ETF,NOBL,20260109,106.74,107.27,106.615,107.09,723300
Innovator Growth-100 Power Buffer ETF Oct,NOCT,20260109,58.12,58.41,58.12,58.402,4600
Vaneck Onchain Economy ETF,NODE,20260109,38.64,39.35,38.36,38.5,16200
GX MSCI Norway ETF,NORW,20260109,29.97,30.44,29.97,30.37,15200
