<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Ngl Energy Partners LP [Ngl/Pb],NGL-B,20260109,24.24,24.45,24.1,24.35,55300
Ngl Energy Partners LP [Ngl/Pc],NGL-C,20260109,24.99,24.99,24.7001,24.73,4800
,NGLpB,20260109,24.24,24.45,24.1,24.44,45326
,NGLpC,20260109,24.99,24.99,24.7001,24.73,4400
Natural Gas Services Group,NGS,20260109,34.83,35.12,34.07,34.39,69400
Natural Grocers By Vitamin Cottage Inc,NGVC,20260109,24.71,25.1316,24.28,25.04,200500
Ingevity Corp,NGVT,20260109,63.75,64.69,63.175,64.44,246600
National Health Investors,NHI,20260109,77.68,78.86,77.27,77.38,198200
NiSource Inc,NI,20260109,41.92,42.435,41.685,42.03,2500000
Nicolet Bankshares Inc,NIC,20260109,127.59,127.88,123.39,123.58,126600
Virtus Equity & Convertible Income Fund,NIE,20260109,25.5,25.71,25.4445,25.61,99800
Nuveen Maturities Fund,NIM,20260109,9.37,9.4,9.34,9.3999,22200
Nine Energy Service Inc,NINE,20260109,0.45,0.4568,0.4059,0.412,1092000
Nio Inc ADR,NIO,20260109,4.75,4.75,4.62,4.64,38116000
Niq Global Intelligence Plc,NIQ,20260109,16.625,17.61,16.625,17.56,837200
Newjersey Resources Corp,NJR,20260109,46.64,47.1199,46.36,46.47,403700
Nike Inc,NKE,20260109,65.11,66.54,64.4,65.92,18470300
Nuveen Insured California Tax-Free,NKX,20260109,12.72,13.03,12.72,12.93,208200
NL Industries,NL,20260109,5.71,6.74,5.6201,6.56,385900
Net Lease Office Properties,NLOP,20260109,20.25,20.35,19.87,20,177900
Annaly Capital Management Inc,NLY,20260109,23.67,23.93,23.29,23.3,15772700
Annaly Cap Mgmt Inc [Nly/Pf],NLY-F,20260109,25.7,25.77,25.66,25.7,39200
Annaly Cap Mgmt Inc [Nly/Pg],NLY-G,20260109,25.13,25.24,25.13,25.15,12400
Annaly Cap Mgmt Inc [Nly/Pi],NLY-I,20260109,25.63,25.63,25.53,25.57,22900
Annaly Capital Management Inc Pfd,NLY-J,20260109,26.28,26.36,26.1601,26.2,122800
,NLYpF,20260109,25.7,25.77,25.66,25.7,36520
,NLYpG,20260109,25.13,25.24,25.13,25.15,11358
,NLYpI,20260109,25.63,25.63,25.53,25.57,20764
,NLYpJ,20260109,26.38,26.38,25.65,26.2,118438
Nuveen Multi-Asset Income Fund,NMAI,20260109,13.25,13.3,13.21,13.3,107500
Newsmax Inc Cl B,NMAX,20260109,7.81,7.89,7.54,7.62,985000
Nuveen Municipal Credit Opportunities Fund,NMCO,20260109,10.4,10.5,10.4,10.49,190700
Nouveau Monde Graphite Inc,NMG,20260109,2.89,2.94,2.79,2.84,492000
Nuveen Muni,NMI,20260109,10.05,10.29,10,10.25,23200
Navios Maritime Partners LP,NMM,20260109,55.85,56.65,55.16,55.57,89500
Nomura Holdings Inc ADR,NMR,20260109,9.07,9.145,8.99,9.09,1198400
Nuveen Minnesota Municipal Inco,NMS,20260109,11.76,11.8,11.72,11.78,10300
Nuveen Massachusetts Premium Fund,NMT,20260109,11.43,11.59,11.43,11.53,46500
Nuveen Muni High Income Opportunity,NMZ,20260109,10.35,10.3999,10.32,10.39,330600
Nelnet Inc,NNI,20260109,141.22,142.87,138.28,140.13,144600
NNN REIT Inc,NNN,20260109,41.19,41.47,40.97,41.04,1119300
Nuveen New York Muni Value Fund,NNY,20260109,8.65,8.65,8.585,8.62,11100
North American Construction Group Ltd,NOA,20260109,14.98,15.31,14.87,15.13,71100
Noah Holdings Ltd ADR,NOAH,20260109,10.99,11.1,10.81,10.85,111200
Northrop Grumman Corp,NOC,20260109,590.68,619.785,590.68,618.82,1450000
Northern Oil and Gas,NOG,20260109,21.9,22.08,21.38,21.87,1663500
Nokia Corp ADR,NOK,20260109,6.51,6.545,6.46,6.48,30426300
Nuveen Missouri Premium Fund,NOM,20260109,11.36,11.4,11.2,11.35,3700
Nomad Foods Ltd,NOMD,20260109,12.08,12.1125,11.83,12.04,1299500
Fiscalnote Hldgs Inc,NOTE,20260109,1.7,1.705,1.57,1.57,273500
Nov Inc,NOV,20260109,17.64,17.84,17.285,17.53,4822600
Servicenow Inc,NOW,20260109,147.35,147.35,141.43,141.8,11845400
Neptune Insurance Holdings Inc Cl A,NP,20260109,27.4,27.66,26.61,26.69,154900
Northpointe Bancshares Inc,NPB,20260109,17.4,17.61,17.1,17.3,3268200
Nuveen Core Plus Impact Fund,NPCT,20260109,10.25,10.255,10.2002,10.23,97900
Nuveen Variable Rate Preferred & Income Fund,NPFD,20260109,19.15,19.2124,19.12,19.15,82700
National Presto Industries,NPK,20260109,117,118.18,115,117.62,58700
Npk International Inc,NPKI,20260109,12.55,12.6,12.25,12.42,422700
Enpro Inc,NPO,20260109,230.29,235.94,230.29,233.27,203900
Nuveen Virginia Premium Fund,NPV,20260109,11.19,11.23,11.1792,11.22,28700
Net Power Inc. WT [Npwr/W],NPW.W,20260109,0.63,0.68,0.6,0.6325,14400
Net Power Inc.,NPWR,20260109,2.76,2.805,2.69,2.78,681200
,NPWR.WS,20260109,0.63,0.68,0.6,0.6325,13290
Nuveen Pennsylvania Investment,NQP,20260109,11.98,12.01,11.93,12,157200
Nerdy Inc,NRDY,20260109,1.06,1.085,1.01,1.02,531000
Nexpoint Real Estate Finance [Nref/Pa],NRE-A,20260109,24.1,24.3601,24.1,24.3601,900
Nexpoint Real Estate Finance Inc,NREF,20260109,14.11,14.2699,14.06,14.19,36800
,NREFpA,20260109,24.1,24.3601,24.1,24.3601,500
NRG Energy,NRG,20260109,150.64,151.79,147.62,149.27,2505700
Energy Vault Hldgs Inc,NRGV,20260109,5.46,5.48,5.15,5.29,1950500
Nuveen Insured New York Tax-Free,NRK,20260109,10.2,10.21,10.17,10.2,191700
Natural Resource Partners LP,NRP,20260109,105.95,110,105.1901,109.37,49400
North European Oil Royality Trust,NRT,20260109,7.92,7.92,7.69,7.87,48800
National Rural Utilities Coop Finance Corp 5.500,NRUC,20260109,24.01,24.22,23.8426,24.22,21400
National Storage Affiliates Tru,NSA,20260109,30.33,31.53,30.15,31.38,2485600
National Storage Affiliates TR [Nsa/Pa],NSA-A,20260109,21.55,21.81,21.53,21.63,13900
National Storage Affiliates Trust 6.000% Sr B,NSA-B,20260109,21.21,21.26,21.21,21.26,400
,NSApA,20260109,21.55,21.81,21.53,21.71,11783
Norfolk Southern Corp,NSC,20260109,290.53,293.6402,286.53,287.21,786700
Insperity Inc,NSP,20260109,44.01,45.1,43.31,44.97,942900
Bank of Butterfield Ltd,NTB,20260109,50.72,50.93,50.36,50.36,138300
NTEST-H,NTEST.H,20260109,25.01,25.01,25.01,25.01,320
NTEST-I,NTEST.I,20260109,25.08,25.08,25.08,25.08,280
,NTEST.Y,20260109,25.09,25.09,25.09,25.09,180
Nutrien Ltd,NTR,20260109,60.18,61.15,59.69,59.82,2647300
Netstreit Corp,NTST,20260109,17.55,17.62,17.22,17.28,1009600
Natuzzi S.P.A. ADR,NTZ,20260109,2.89,2.89,2.89,2.89,400
Nu Holdings Ltd Cl A,NU,20260109,17.68,18.07,17.39,17.46,29787800
Nucor Corp,NUE,20260109,166.74,168.5,161.44,163.77,1919500
Nu Skin Enterprises,NUS,20260109,10.37,10.46,10.1,10.33,226300
Nuveen Muni Value Fund,NUV,20260109,9.06,9.06,9.02,9.05,799200
Nuvation Bio Inc WT [Nuvb/W],NUV.W,20260109,0.2154,0.2262,0.1626,0.18,52400
Nuvation Bio Inc,NUVB,20260109,8.4,8.525,8.02,8.04,5775500
,NUVB.WS,20260109,0.2154,0.2262,0.1626,0.18,51954
Nuveen Muni Value Fund,NUW,20260109,14.49,14.52,14.38,14.43,28800
Nuveen Insured Divadv Fund,NVG,20260109,12.73,12.76,12.71,12.75,579100
Navigator Holdings,NVGS,20260109,17.88,17.95,17.53,17.95,361400
Novo Nordisk A/S ADR,NVO,20260109,59.47,60.64,58.78,58.81,29064400
NVR Inc,NVR,20260109,7499.99,7625.15,7340,7581.67,46500
Enviri Corporation,NVRI,20260109,18.12,18.45,18.12,18.36,1136200
Novartis Ag ADR,NVS,20260109,141.99,142.9,141.46,141.54,1117500
Envista Holdings Corp,NVST,20260109,23.6,23.97,23.09,23.63,2500400
Nvent Electric Plc,NVT,20260109,103.49,105.52,103.49,105.38,1724300
New America Acquisition I Corp [Nwax.U],NWA.U,20260109,10.54,10.54,10.45,10.48,886400
Natwest Group Plc ADR,NWG,20260109,17.33,17.365,17.08,17.26,4622300
Northwest Natural Gas Company,NWN,20260109,47.01,47.41,46.12,46.12,292900
Quanex Building Products Corp,NX,20260109,16.77,17.565,16.52,17.53,628300
Nuveen California Tax-Free Income,NXC,20260109,13.27,13.3,13.24,13.29,76900
Nexpoint Diversified Re Trust Pfd,NXD-A,20260109,13.51,13.73,13.51,13.605,3900
Nextdoor Holdings Inc.,NXDR,20260109,2.06,2.08,1.98,1.98,4191100
Nexpoint Diversified Real Estate Trust,NXDT,20260109,3.73,4.035,3.7,3.86,495800
,NXDTpA,20260109,13.51,13.73,13.51,13.605,3794
Nexgen Energy Ltd,NXE,20260109,11.13,11.33,10.585,10.74,6863300
Nxg Nextgen Infrastructure Income Fund,NXG,20260109,50.98,51.1,50.5,50.71,57000
Nuveen New Jersey Divadv Fund,NXJ,20260109,12.58,12.62,12.54,12.56,212500
Nuveen Insured New York Tax-Free,NXN,20260109,12.07,12.1599,12.07,12.14,12600
Nuveen Tax Free Income Portfolio,NXP,20260109,14.2,14.23,14.12,14.2,274600
Nexpoint Residential Trust Inc,NXRT,20260109,30.58,30.925,30.47,30.68,197500
American Strategic Investment CO,NYC,20260109,8.81,9.3,8.75,9.01,13400
New York Times Company,NYT,20260109,71.35,71.785,70.97,71.07,1149600
Nuveen Divadv Fund 3,NZF,20260109,12.69,12.73,12.6701,12.72,467000
Realty Income Corp,O,20260109,58.22,58.67,58.02,58.17,5188000
Oaktree Cap Group Llc [Oak/Pa],OAK-A,20260109,20.82,21.4,20.82,21.23,27900
Brookfield Oaktree Holdings Llc [Oak/Pb],OAK-B,20260109,20.73,21.04,20.65,20.9,20600
,OAKpA,20260109,20.82,21.4,20.82,21.23,26845
,OAKpB,20260109,20.73,21.04,20.65,20.9,18791
Blue Owl Capital Corp,OBDC,20260109,12.7,12.74,12.545,12.56,2775400
Origin Bancorp Inc,OBK,20260109,39.17,39.79,39.09,39.49,203200
Owens Corning Inc,OC,20260109,118.67,122.62,117.97,122.41,1500800
Oil-Dri Corp of America,ODC,20260109,50.83,52,50.5,51.49,70900
Osisko Dev Corp,ODV,20260109,3.63,3.65,3.525,3.53,1172600
Orion S.A.,OEC,20260109,5.81,6.15,5.59,6.08,755300
OFG Bancorp,OFG,20260109,41.67,41.92,41.225,41.38,162600
Oge Energy Corp,OGE,20260109,42.9,43.37,42.74,42.83,1125500
Organon & Co.,OGN,20260109,8.19,8.29,7.895,8.05,3822700
One Gas Inc,OGS,20260109,77.58,78.48,76.85,77.01,345000
Omega Healthcare Investors,OHI,20260109,44.5,45.24,44.26,44.27,1623100
O-I Glass Inc,OI,20260109,15.34,15.585,14.975,15.48,2128300
Invesco Muni Income Trust,OIA,20260109,6.13,6.15,6.07,6.13,117000
Oceaneering International,OII,20260109,27.38,27.62,26.5,26.73,822700
Oil States International,OIS,20260109,7.92,8.085,7.8013,8.04,755800
Oneok Inc,OKE,20260109,73,73.33,72.2701,72.7,2561700
Oklo Inc,OKLO,20260109,114.35,115.72,104.03,105.31,33942700
Olin Corp,OLN,20260109,20.645,24,20.645,23.86,6859900
One Liberty Properties,OLP,20260109,20.89,21.05,20.66,20.7,59000
Omnicom Group Inc,OMC,20260109,78.75,79.535,77.534,79.08,2919200
Onemain Holdings Inc,OMF,20260109,71.37,71.93,70.22,70.88,761700
Onity Group Inc,ONIT,20260109,46.8,51,46.75,49.98,470800
Orion Properties Inc,ONL,20260109,2.18,2.23,2.0948,2.11,102700
On Holding Ag Cl A,ONON,20260109,49.58,51.0796,48.5323,49.12,6449700
On24 Inc,ONTF,20260109,7.97,7.98,7.95,7.96,945000
Onto Innovation Inc,ONTO,20260109,182.18,190.671,182.18,189.65,806500
Ooma Inc,OOMA,20260109,11.47,11.62,11.33,11.56,212500
Offerpad Solutions Inc,OPAD,20260109,2.33,2.67,2.11,2.19,118233800
Oppfi Inc [Opfi/W],OPF.W,20260109,1.32,1.36,1.19,1.35,19000
Oppfi Inc,OPFI,20260109,10.32,10.4908,10.25,10.38,474300
,OPFI.WS,20260109,1.32,1.36,1.19,1.35,18903
,OPLN,20260109,30.93,31.185,30.505,30.98,761000
Doubleline Strategic Opportunity Fund,OPP,20260109,7.92,7.9396,7.9,7.9,88200
Rivernorth/Doubleline Strategic Opportunity Fund,OPP-A,20260109,17.06,17.07,17,17.06,800
Rivernorth/Doubleline Strategic Opportunity Fund,OPP-B,20260109,18.6,18.6,18.52,18.52,1000
,OPPpA,20260109,17.06,17.07,17,17,600
,OPPpB,20260109,18.6,18.6,18.52,18.52,700
Optimum Communications Inc,OPTU,20260109,1.74,1.98,1.7,1.9,6190500
Oppenheimer Holdings,OPY,20260109,73.52,75.3223,73.01,73.97,50400
OR Royalties Inc,OR,20260109,38.28,39.2526,38,38.6,1841400
Ormat Technologies,ORA,20260109,115.97,118.51,114.81,115.35,572900
Orchid Island Capital Inc,ORC,20260109,7.55,7.7,7.54,7.6,8630400
Oracle Corp,ORCL,20260109,191.65,200.18,188.78,198.52,26152700
Old Republic International Corp,ORI,20260109,42.98,43.41,42.595,42.63,1193900
Orion Group Holdings Inc,ORN,20260109,10.32,10.36,10,10.15,137200
Oscar Health Inc Cl A,OSCR,20260109,18.01,18.2,17.39,17.73,11212300
Overseas Shipholding Group Inc,OSG,20260109,6.71,6.71,6.205,6.36,1172700
Oshkosh Truck Corp,OSK,20260109,148.21,150.66,147.23,150.47,996000
Blue Owl Technology Finance Corp,OTF,20260109,14.22,14.39,14.02,14.02,931600
Otis Worldwide Corp,OTIS,20260109,90.4,90.945,90.01,90.27,2021400
Outfront Media Inc,OUT,20260109,24.51,24.72,24.28,24.36,988100
Ovintiv Inc,OVV,20260109,39,39.1,38.29,38.67,2666800
Blue Owl Capital Inc,OWL,20260109,15.93,16.06,15.665,15.73,7682600
Owlet Inc,OWLT,20260109,15.98,16.2,15.18,15.83,561100
Oxford Industries,OXM,20260109,38.56,39.255,35.66,36.02,677400
Occidental Petroleum Corp,OXY,20260109,43.6,43.86,42.681,42.86,10168000
Occidental Petroleum Corp WT [Oxy/W/I],OXY.W,20260109,21.5,21.85,20.84,21,53200
,OXY.WS,20260109,21.5,21.85,20.84,21,47397
Pan Amer Silver Corp,PAAS,20260109,54.79,54.79,53.32,54.27,5179500
Grupo Aeroportuario Del Pacifico ADR,PAC,20260109,268.95,271.56,263.37,267.47,43100
Ranpak Holdings Corp,PACK,20260109,5.97,6.12,5.945,6.07,395100
Pacs Group Inc,PACS,20260109,41.5,41.87,40.52,41.27,946200
Penske Automotive Group,PAG,20260109,164.4,165.62,161.9,165.4,281200
Pagseguro Digital Ltd Cl A,PAGS,20260109,10.03,10.3,10,10.29,3878100
Pacific American Income Shares,PAI,20260109,12.54,12.54,12.49,12.51,12200
Pyrophyte Acquisition Corp. II Cl A,PAII,20260109,10.11,10.11,10.06,10.08,74900
Pampa Energia S.A. ADR,PAM,20260109,83.4,83.89,81.405,83.46,163700
Par Technology Corp,PAR,20260109,37.49,37.69,35.86,37.36,595200
Par Pacific Holdings Inc,PARR,20260109,37.55,37.805,35.86,37.16,1697300
Uipath Inc Cl A,PATH,20260109,17.04,17.48,16.17,16.32,18807200
Pimco Access Income Fund,PAXS,20260109,15.79,15.83,15.7,15.83,145300
Paymentus Holdings Inc Cl A,PAY,20260109,30.46,30.75,30.0126,30.32,719500
Paycom Software Inc,PAYC,20260109,157.64,157.8,155.4,157.17,469400
Prosperity Bancshares,PB,20260109,72.02,72.95,71.97,72.51,1113000
Pembina Pipeline Cor,PBA,20260109,36.7,37.01,36.635,36.88,1099800
PBF Energy Inc,PBF,20260109,32.8,32.92,31.44,32.77,4990600
Prestige Brand Holdings,PBH,20260109,64,64.63,62.89,64.17,255300
Pitney Bowes Inc,PBI,20260109,10.5,10.6,10.4001,10.6,1411500
Pitney Bowes Inc [Pbi/Pb],PBI-B,20260109,20.56,20.75,20.56,20.69,10800
,PBIpB,20260109,20.56,20.75,20.56,20.75,6491
Petroleo Brasileiro S.A. Petrobras ADR,PBR,20260109,11.85,12.0673,11.85,11.88,13438000
Petroleo Brasileiro S.A. Petrobras ADR,PBR.A,20260109,11.27,11.4632,11.27,11.34,5839100
Permian Basin Royalty Trust,PBT,20260109,17.69,17.7,17.2701,17.61,48100
Putnam High Income Bond Fund,PCF,20260109,6.11,6.13,6.1094,6.11,33500
Pacific Gas & Electric Company,PCG,20260109,15.78,16.02,15.715,15.85,10633700
PG&E Corp,PCG-X,20260109,40.46,40.83,40.46,40.78,4300
,PCGpX,20260109,40.46,40.83,40.46,40.78,3373
Pimco Commercial Mortgage Securities,PCM,20260109,6.12,6.14,6.0992,6.1,100500
Pimco Corporate,PCN,20260109,12.84,12.86,12.82,12.85,278100
Procore Technologies Inc,PCOR,20260109,74.4,75.06,73.05,73.42,1008400
Pimco California Muni,PCQ,20260109,8.89,8.92,8.89,8.9,131000
Pagerduty Inc,PD,20260109,12.63,12.75,12.31,12.34,2004600
Pearl Diver Credit Company Inc,PDCC,20260109,14.09,14.2,14.055,14.1343,8200
Pimco Dynamic Income Fund,PDI,20260109,18.25,18.25,18.17,18.2,3066900
Piedmont Realty Trust Inc,PDM,20260109,8.41,8.53,8.36,8.41,497700
Pimco Dynamic Income Opportunities Fund,PDO,20260109,14.03,14.06,14.0101,14.03,606900
Pearl Diver Credit Company Inc,PDPA,20260109,25.32,25.32,25.315,25.315,3500
Precision Drilling Corp,PDS,20260109,73.08,73.2575,70.92,71.27,76400
John Hancock Premium Dividend Fund,PDT,20260109,12.72,12.8799,12.68,12.75,224300
Pimco Dynamic Income Strategy Fund,PDX,20260109,19.24,19.38,19.23,19.35,110200
Pebblebrook Hotel Trust,PEB,20260109,12.01,12.33,11.96,12.32,3758900
Pebblebrook Hotel TR [Peb/Pe],PEB-E,20260109,19.19,19.2768,19.16,19.2768,1400
Pebblebrook Hotel TR [Peb/Pf],PEB-F,20260109,18.83,19.12,18.83,19.08,3000
Pebblebrook Hotel Trust,PEB-G,20260109,19.18,19.215,18.87,19.07,8000
Pebblebrook Hotel Trust,PEB-H,20260109,17.63,17.9199,17.63,17.7335,2500
,PEBpE,20260109,19.19,19.2768,19.16,19.2768,895
,PEBpF,20260109,18.83,19.12,18.83,18.9801,2291
,PEBpG,20260109,19.18,19.215,18.87,19.07,7193
,PEBpH,20260109,17.63,17.9199,17.63,17.7335,1995
Public Service Enterprise Group Inc,PEG,20260109,77.97,79.8325,77.875,78.68,3737700
Penumbra Inc,PEN,20260109,317.39,325.025,315.49,322.44,871900
Adams Natural Resources Fund Inc,PEO,20260109,22.35,22.48,22.3,22.42,106000
Perfect Corp WT [Perf.Ws],PER.W,20260109,0.0351,0.0499,0.0351,0.0499,58900
Perfect Corp Cl A,PERF,20260109,1.72,1.73,1.6801,1.73,97200
,PERF.WS,20260109,0.0351,0.0499,0.0351,0.0499,58991
Grabagun Digital Holdings Inc,PEW,20260109,3.17,3.84,3.17,3.72,5792100
Grabagun Digital Holdings WT,PEW.W,20260109,0.6,0.75,0.6,0.6714,195200
,PEW.WS,20260109,0.6,0.75,0.6,0.6714,192862
Flaherty & Crumrine Preferred Inc,PFD,20260109,11.85,11.9151,11.85,11.8626,6100
Pfizer Inc,PFE,20260109,25.34,25.55,25.23,25.48,34190100
Performance Food Group Company,PFGC,20260109,88.85,91.24,88.46,90.91,3382200
Prudential Financial Inc 4.125% Junior,PFH,20260109,17.64,17.78,17.64,17.78,34500
Pimco Income Strategy Fund,PFL,20260109,8.46,8.47,8.445,8.47,189300
Pennantpark Fltng Rt,PFLT,20260109,9.57,9.6299,9.57,9.58,925200
Pimco Income Strategy Fund II,PFN,20260109,7.46,7.5,7.4572,7.48,386900
Flaherty & Crumrine Preferred Fund,PFO,20260109,9.47,9.525,9.445,9.4701,36900
Provident Financial Services,PFS,20260109,20.41,20.57,20,20.09,700000
Pennymac Financial Services IN,PFSI,20260109,138.3,146.675,137.29,146.19,703000
Procter & Gamble Company,PG,20260109,141.7,142.33,140.83,141.87,9528400
Pimco Global Stocksplus & Income,PGP,20260109,9.2,9.27,9.1901,9.23,25900
Progressive Corp,PGR,20260109,212.72,216.7099,212.25,215.16,3409800
Principal Real Estate Income F,PGZ,20260109,10.13,10.19,10.12,10.16,10500
Parker-Hannifin Corp,PH,20260109,912.79,930,912.79,920.99,627000
Koninklijke Philips Electronics ADR,PHG,20260109,29.94,30.03,29.48,29.58,813600
Philippine Long Distance Telephone ADR,PHI,20260109,21.76,22.09,21.75,21.95,40900
Borgwarner Inc,PHIN,20260109,68.57,69.32,67.54,69.22,423400
Pimco High Income Fund,PHK,20260109,4.93,4.94,4.89,4.92,663200
Pultegroup,PHM,20260109,125.445,132.84,125.445,132.2,4091100
Phreesia Inc,PHR,20260109,17.15,17.51,16.6698,17.23,1041400
Polaris Inc,PII,20260109,73.97,74.47,71.5,71.9,756400
Putnam Master Intermediate Income,PIM,20260109,3.3201,3.35,3.3201,3.34,51300
Alpine Income Property Trust Inc,PIN-A,20260109,24.77,24.9116,24.745,24.76,6900
Alpine Income Property Trust Inc,PINE,20260109,17.02,17.13,16.81,17.01,210800
Pinterest Inc,PINS,20260109,27.04,27.18,26.515,27.14,7961700
Piper Jaffray Companies,PIPR,20260109,365.93,371.985,361.16,361.19,145500
Pjt Partners Inc Cl A,PJT,20260109,180.36,182.58,177.36,179.53,195400
Park Hotels & Resorts Inc,PK,20260109,11.28,11.49,11.165,11.48,4391500
Park Electrochemical Corp,PKE,20260109,23.65,24.6699,23.27,23.28,322300
Packaging Corp of America,PKG,20260109,215.26,219.52,214.1,219.35,637100
Peakstone Realty Trust,PKST,20260109,13.77,13.87,13.5016,13.83,163100
Posco Holdings Inc ADR,PKX,20260109,52.06,53.1593,52.06,53.07,137600
Planet Labs Pbc,PL,20260109,22.6,23.7774,21.8126,22.71,13919100
Planet Labs Pbc WT,PL.W,20260109,11.1,12.29,10.4,11.33,231300
,PL.WS,20260109,11.1,12.29,10.4,11.33,216716
Prologis Inc,PLD,20260109,128.32,129.75,128.23,129.4,2405600
Planet Fitness,PLNT,20260109,105.8,108.485,105.04,106.85,1701700
Douglas Dynamics,PLOW,20260109,35.7,36.13,35.188,35.92,146400
Plymouth Industrial REIT Inc,PLYM,20260109,21.93,21.94,21.92,21.93,428300
Philip Morris International Inc,PM,20260109,159.18,162.78,159.18,162.61,4371100
Pimco Muni II,PML,20260109,7.64,7.64,7.615,7.64,373000
Putnam Managed Muni Income Trust,PMM,20260109,6.26,6.3,6.25,6.3,83300
Putnam Muni Opportunities Trust,PMO,20260109,10.71,10.72,10.6,10.66,116300
Pennymac Mortgage Investment Trust,PMT,20260109,12.85,13.095,12.83,13.08,1383600
Pennymac Mtg Invt TR [Pmt/Pa],PMT-A,20260109,24.01,24.23,24.01,24.18,6700
Pennymac Mtg Invt TR [Pmt/Pb],PMT-B,20260109,23.79,23.8,23.76,23.77,34600
Penny Mac Mortgage Investment Trust,PMT-C,20260109,18.9,18.94,18.84,18.9,16600
,PMTpA,20260109,24.01,24.23,24.01,24.18,5979
,PMTpB,20260109,23.8,23.8,23.76,23.78,18084
,PMTpC,20260109,18.9,18.94,18.84,18.9199,14898
Pennymac Mortgage Investment Trust 8.50%,PMTU,20260109,25.39,25.48,25.39,25.48,4600
Pennymac Mortgage Investment Trust 9.00%,PMTV,20260109,25.57,25.5701,25.51,25.52,73700
Pennymac Mortgage Investment Trust 9.00%,PMTW,20260109,25.4956,25.515,25.42,25.42,15200
PNC Bank,PNC,20260109,218.74,220.08,217.43,217.55,2873800
,PNF-A,20260109,25.16,25.395,25.16,25.39,18900
,PNF-B,20260109,26.39,26.42,26.23,26.3,67500
,PNF-C,20260109,24.97,25.09,24.97,25.055,5000
Pinnacle Finl Ptnrs,PNFP,20260109,99,100.12,96.69,97.12,1565600
Pimco New York Muni II,PNI,20260109,7.03,7.06,7,7.05,33400
Pennantpark Investme,PNNT,20260109,6.07,6.115,6.0401,6.09,416700
Pentair Ltd,PNR,20260109,103.58,103.75,100.46,103.06,1915300
Pinnacle West Capital Corp,PNW,20260109,89.66,90.32,89.01,89.07,1430600
Portland General Electric Company,POR,20260109,49.16,49.68,48.83,48.84,971700
Post Holdings Inc,POST,20260109,98.36,99.8,97.64,99.09,530000
PPG Industries,PPG,20260109,105.41,107.6,105.4,107.41,1679200
PPL Corp,PPL,20260109,34.86,35.025,34.58,34.59,5558900
Putnam Premier Income Trust,PPT,20260109,3.62,3.65,3.61,3.65,209600
Permian Resources Corp,PR,20260109,14.15,14.24,13.845,14.03,11687800
Pro-Assurance Corp,PRA,20260109,24.05,24.08,24.03,24.05,316400
Parnassus Income Funds Parnassus Core Select ETF,PRCS,20260109,27.55,27.8,27.53,27.8,27500
Prog Hldgs Inc,PRG,20260109,30.68,32.3,30.5,32.29,356300
Perrigo Company,PRGO,20260109,14.8,15.09,14.655,15.08,2272400
Prudential Financial 5.950% Notes,PRH,20260109,24.89,25.04,24.89,24.9303,19400
